CustomerId;Sobrenome;Credit_Score;Pais;Genero;Idade;Tempo_Credito;Balance;Qtd_Produtos;Possui_Cartao;Membro_Ativo;Salario_Anual;Churn
15648065;Walker;728;Spain;Male;31.0;4;93772.92;1;0.0;1.0;157538.35;0
15603843;Chukwuhaenye;531;Spain;Male;31.0;3;0.0;2;1.0;0.0;46786.92;0
15644788;Calabrese;531;Spain;Female;31.0;5;118899.45;2;0.0;0.0;41409.36;0
15738150;Yeh;646;Spain;Male;31.0;3;136466.26;1;1.0;0.0;116622.42;0
15657778;Y?;756;Spain;Female;31.0;6;0.0;2;1.0;1.0;164975.82;0
15812482;Eluemuno;645;Spain;Female;31.0;6;0.0;2;1.0;0.0;182076.96;0
15749669;Hargreaves;757;Spain;Male;31.0;9;0.0;1;0.0;1.0;115217.59;1
15621063;Nwabugwu;648;Spain;Female;31.0;9;0.0;1;1.0;0.0;105784.85;1
15616525;Ch'iu;720;Spain;Male;31.0;4;141356.47;1;0.0;0.0;137985.69;0
15780359;Milano;786;Spain;Male;31.0;9;0.0;1;1.0;0.0;140880.54;0
15711571;H?;721;Spain;Female;31.0;3;0.0;2;1.0;1.0;141787.98;0
15707971;Kao;565;Spain;Male;31.0;7;113599.24;1;1.0;0.0;121433.62;0
15609537;Onwuka;633;Spain;Female;31.0;9;0.0;2;0.0;1.0;126712.26;0
15660832;Horsley;711;Spain;Male;31.0;9;0.0;2;1.0;1.0;106981.02;0
15771535;Ginikanwa;565;Spain;Female;31.0;7;0.0;1;1.0;0.0;4441.54;1
15781409;White;493;Spain;Female;31.0;6;0.0;2;1.0;1.0;135630.32;0
15799480;Walker;712;Spain;Male;31.0;5;0.0;2;1.0;1.0;105986.01;0
15634564;Wolfe;593;Spain;Male;31.0;8;112713.34;1;1.0;1.0;176868.89;0
15583348;Ting;590;Spain;Female;31.0;1;135555.96;1;1.0;1.0;102391.06;0
15752626;Patterson;547;Spain;Female;31.0;5;0.0;2;0.0;1.0;99294.22;0
15603683;Chiawuotu;749;Spain;Female;31.0;10;157929.56;1;1.0;0.0;65801.57;0
15804771;H?;752;Spain;Male;31.0;6;0.0;1;1.0;0.0;88890.05;0
15584090;Frolov;727;Spain;Male;31.0;9;0.0;2;1.0;1.0;141872.05;0
15750654;Aitken;717;Spain;Male;31.0;2;132613.57;1;1.0;1.0;147794.26;0
15772933;Mai;591;Spain;Male;31.0;1;0.0;1;1.0;1.0;141677.33;0
15690175;Lueck;757;Spain;Female;31.0;6;0.0;2;1.0;0.0;61240.83;0
15583692;Binder;850;Spain;Male;31.0;2;0.0;2;1.0;1.0;48242.18;0
15741693;Walker;629;Spain;Female;31.0;0;0.0;2;1.0;0.0;178291.89;0
15660641;Fomin;730;Spain;Female;31.0;4;82767.42;1;1.0;0.0;167066.95;0
15634936;Yobanna;731;Spain;Male;31.0;9;0.0;2;1.0;0.0;80426.83;0
15777054;T'ien;738;Spain;Female;31.0;2;96947.67;1;0.0;0.0;63656.27;0
15651955;Hanson;683;Spain;Male;31.0;9;0.0;2;1.0;0.0;9607.1;0
15766776;Hs?eh;583;Spain;Female;31.0;7;0.0;2;1.0;0.0;106920.57;0
15694879;Hsieh;648;Spain;Female;31.0;9;0.0;2;1.0;1.0;118862.08;0
15607312;Faulkner;663;Spain;Male;31.0;5;117035.89;1;1.0;0.0;144680.18;0
15761057;Macleod;581;Spain;Male;31.0;0;0.0;2;0.0;1.0;100478.6;0
15593342;T'an;635;Spain;Female;31.0;1;0.0;2;1.0;1.0;9241.83;0
15731569;Ibezimako;621;Spain;Male;31.0;9;0.0;2;1.0;1.0;183490.99;0
15687828;Gorshkov;461;Spain;Male;31.0;5;0.0;2;1.0;0.0;73922.95;0
15658935;H?;738;Spain;Female;31.0;10;0.0;2;1.0;1.0;12761.16;0
15670496;Ts'ai;590;Spain;Female;31.0;6;0.0;2;1.0;1.0;197000.92;0
15631162;Aksyonova;593;Spain;Male;31.0;7;112713.34;1;1.0;1.0;176868.89;0
15770159;Tuan;628;Spain;Female;31.0;5;0.0;1;1.0;0.0;90829.47;0
15636427;Bibi;687;Spain;Male;31.0;2;0.0;2;1.0;1.0;56580.53;0
15627385;Aksenov;592;Spain;Female;31.0;6;103700.81;1;1.0;1.0;119313.75;0
15706954;H?;592;Spain;Male;31.0;7;0.0;2;1.0;0.0;182099.74;0
15604582;Trevisani;715;Spain;Male;31.0;8;0.0;2;1.0;1.0;141359.97;0
15793326;Lucchesi;656;Spain;Male;31.0;5;0.0;2;1.0;1.0;83499.14;0
15698031;Yocum;705;Spain;Male;31.0;3;0.0;2;1.0;1.0;86043.27;0
15601012;Trevisani;758;Spain;Male;31.0;7;0.0;2;1.0;1.0;176768.59;0
15723053;T'ang;641;Spain;Male;31.0;10;0.0;2;1.0;0.0;77965.67;0
15742210;Milne;634;Spain;Female;31.0;4;0.0;2;1.0;1.0;86638.41;0
15643361;Carter;736;Spain;Female;31.0;8;0.0;1;0.0;1.0;54487.43;1
15733169;Craig;593;Spain;Male;31.0;7;125265.61;1;1.0;1.0;161253.08;0
15663134;Uspenskaya;544;Spain;Male;31.0;1;0.0;2;1.0;0.0;83866.35;0
15595136;Anenechi;713;Spain;Female;31.0;8;187487.63;1;1.0;1.0;120115.5;0
15746069;Onyekachi;598;Spain;Male;31.0;6;121898.23;1;1.0;1.0;187985.52;0
15813095;Nucci;661;Spain;Male;31.0;5;0.0;2;1.0;0.0;91429.74;0
15814757;Carter;477;Spain;Female;31.0;9;0.0;2;0.0;1.0;184061.17;0
15705764;Rizzo;679;Spain;Male;31.0;0;0.0;1;1.0;1.0;83087.06;0
15812279;Ozoemena;576;Spain;Female;31.0;4;76662.59;1;1.0;1.0;79888.1;0
15752601;Mazzanti;727;Spain;Female;31.0;8;118311.04;1;1.0;0.0;82467.34;0
15636999;Onio;731;Spain;Female;31.0;7;0.0;1;1.0;0.0;173498.45;0
15687973;Kerr;633;Spain;Female;31.0;5;0.0;1;1.0;1.0;125898.79;1
15681697;Yefimova;611;Spain;Female;31.0;9;0.0;1;1.0;0.0;118319.5;1
15809523;Baresi;579;Spain;Male;31.0;3;135120.57;2;0.0;0.0;129086.81;0
15778830;Wallace;720;Spain;Male;31.0;3;0.0;2;0.0;0.0;155870.82;0
15790594;Scott;775;Spain;Male;31.0;2;0.0;2;1.0;1.0;131768.98;0
15665376;Padovesi;628;Spain;Male;31.0;10;157559.79;1;1.0;0.0;1285.91;0
15749004;Tsao;718;Spain;Female;31.0;0;118100.59;2;1.0;0.0;103165.15;0
15720941;Tien;710;Spain;Male;31.0;7;147833.3;2;1.0;1.0;1561.58;0
15774098;Ugochukwutubelum;751;Spain;Female;31.0;3;116465.53;1;1.0;1.0;158580.05;0
15652667;Toscani;567;Spain;Male;31.0;5;0.0;2;0.0;0.0;72867.99;0
15647800;Martin;595;Spain;Female;31.0;9;0.0;2;0.0;1.0;164749.24;0
15731522;Booth;590;Spain;Female;31.0;7;0.0;2;1.0;0.0;51285.49;0
15682263;T'ien;732;Spain;Male;31.0;2;146083.76;1;0.0;1.0;143783.09;0
15737888;Genovese;678;Spain;Male;31.0;5;0.0;2;0.0;0.0;82870.14;0
15749807;Graham;682;Spain;Female;31.0;3;0.0;3;1.0;0.0;124202.26;1
15719352;Kuo;745;Spain;Female;31.0;7;148495.24;1;1.0;1.0;91054.66;0
15625522;Walker;717;Spain;Female;31.0;2;0.0;2;0.0;1.0;145151.96;0
15749472;Mazzanti;637;Spain;Female;31.0;3;123903.3;1;0.0;1.0;170890.36;0
15772896;O'Brien;615;Spain;Female;31.0;5;0.0;2;1.0;1.0;160523.33;0
15725020;Fanucci;651;Spain;Male;31.0;1;124113.04;2;0.0;0.0;121164.4;0
15654562;Tseng;645;Spain;Male;31.0;3;0.0;1;1.0;0.0;24234.11;0
15632050;Nwankwo;563;Spain;Male;31.0;5;0.0;1;1.0;0.0;1568.33;0
15782659;Chuang;707;Spain;Female;31.0;9;0.0;1;1.0;1.0;705.37;0
15684461;McKay;469;Spain;Female;31.0;6;0.0;2;1.0;1.0;146213.75;0
15692226;Hsiung;693;Spain;Male;31.0;8;141782.57;1;1.0;1.0;63736.16;0
15780043;Yermakova;711;Spain;Female;31.0;9;0.0;1;0.0;1.0;96425.05;0
15754952;Horsley;778;Spain;Male;31.0;0;75681.52;1;1.0;0.0;197688.5;0
15614220;Fanucci;684;Spain;Female;31.0;9;0.0;1;1.0;0.0;1557.49;0
15802463;Chukwualuka;671;Spain;Male;31.0;4;119817.33;2;1.0;0.0;179267.37;0
15775891;Obijiaku;496;Spain;Male;31.0;3;0.0;2;1.0;0.0;79078.84;0
15702919;Nwoye;512;Spain;Male;31.0;7;0.0;2;1.0;1.0;88669.89;0
15662781;Ch'en;678;Spain;Male;31.0;0;129255.3;1;0.0;0.0;174902.28;0
15631240;Mazzi;656;Spain;Male;31.0;7;148143.53;1;1.0;1.0;62987.61;0
15575691;Sun;714;Spain;Male;31.0;10;0.0;2;1.0;1.0;166677.35;0
15654060;Ch'ang;708;Spain;Male;31.0;6;73070.23;1;1.0;0.0;182364.21;0
15642448;Onyemauchechukwu;656;Spain;Male;31.0;6;173434.9;2;1.0;1.0;137173.39;0
15687094;Iadanza;624;Spain;Male;31.0;6;113980.21;1;1.0;1.0;50783.1;0
15674929;Mullah;641;Spain;Female;31.0;2;0.0;2;1.0;0.0;119969.99;0
15771674;Ma;604;Spain;Male;31.0;5;162390.52;2;1.0;0.0;54702.66;0
15703032;Shubin;716;Spain;Male;31.0;1;99818.47;1;0.0;1.0;129892.79;0
15644765;Manna;681;Spain;Female;31.0;6;146510.82;1;1.0;1.0;92873.42;0
15616451;Mazzi;646;Spain;Female;31.0;5;0.0;2;1.0;0.0;181224.56;0
15616454;P'eng;758;Spain;Male;31.0;4;0.0;2;1.0;0.0;177737.03;0
15662658;Onyemauchechi;675;Spain;Female;31.0;4;0.0;2;0.0;1.0;187915.93;0
15663826;Capon;683;Spain;Male;31.0;5;0.0;2;1.0;0.0;62627.55;0
15583681;Layh;616;Spain;Male;31.0;7;142929.16;2;1.0;1.0;114858.9;1
15772892;Chien;818;Spain;Female;31.0;6;0.0;2;0.0;0.0;125240.8;0
15731555;Ts'ui;693;Spain;Female;31.0;8;0.0;2;0.0;1.0;85733.33;0
15681893;Palermo;597;Spain;Female;31.0;2;0.0;2;0.0;1.0;25887.89;0
15654975;Y?an;652;Spain;Male;31.0;7;106486.66;1;1.0;0.0;141175.18;0
15576914;Milanesi;667;Spain;Male;31.0;6;144772.96;1;1.0;0.0;167723.18;0
15769254;Bazarova;627;Spain;Female;31.0;7;116513.57;1;1.0;0.0;152425.65;1
15615016;Maurer;515;Spain;Male;31.0;2;0.0;1;1.0;1.0;136028.97;1
15752409;Grant;643;Spain;Male;31.0;7;0.0;2;1.0;0.0;124596.63;0
15746805;Okechukwu;682;Spain;Female;31.0;6;0.0;1;1.0;0.0;60977.48;1
15772785;Chiazagomekpere;727;Spain;Female;31.0;2;134940.07;1;0.0;1.0;149564.04;0
15732299;Boniwell;726;Spain;Male;31.0;8;134152.29;1;1.0;1.0;147822.44;0
15709136;Aitken;699;Spain;Female;31.0;5;0.0;1;1.0;1.0;99128.13;0
15757837;Palermo;704;Spain;Female;31.0;6;132598.38;1;1.0;1.0;86634.3;0
15803337;Nwachinemelu;583;Spain;Male;31.0;2;0.0;2;1.0;1.0;137959.0;0
15693864;Iheanacho;761;Spain;Male;31.0;7;0.0;1;1.0;1.0;166698.18;0
15752388;Douglas;602;Spain;Male;31.0;6;0.0;1;0.0;1.0;149991.32;0
15787772;Nkemjika;559;Spain;Female;31.0;8;0.0;2;1.0;0.0;172363.41;0
15617348;Mazzanti;678;Spain;Male;31.0;6;0.0;1;1.0;1.0;82920.65;0
15808868;Uspenskaya;733;Spain;Male;31.0;7;150186.22;1;0.0;1.0;93835.64;0
15691387;Onwuamaeze;557;Spain;Male;31.0;2;0.0;1;1.0;0.0;183870.32;0
15587584;Nebeuwa;656;Spain;Male;31.0;6;0.0;2;1.0;1.0;21645.06;0
15731553;Chukwueloka;733;Spain;Male;31.0;4;0.0;2;1.0;1.0;1140.02;0
15765257;Meng;644;Spain;Male;31.0;5;121461.87;1;1.0;1.0;20432.09;0
15772412;Tu;625;Spain;Female;31.0;9;0.0;2;0.0;0.0;158049.9;0
15575060;Onodugoadiegbemma;708;Spain;Male;31.0;1;112372.96;1;0.0;1.0;185827.74;0
15781530;Hsieh;694;Spain;Female;31.0;2;0.0;1;1.0;1.0;167848.02;0
15569451;Yobachi;695;Spain;Male;31.0;8;0.0;2;1.0;1.0;160529.71;0
15777436;Murray;534;Spain;Female;31.0;5;0.0;2;1.0;0.0;9561.73;0
15653595;P'eng;850;Spain;Male;31.0;6;0.0;2;0.0;1.0;56099.86;0
15649086;Patterson;668;Spain;Female;31.0;7;0.0;2;1.0;1.0;121568.37;0
15748797;Pino;539;Spain;Female;31.0;7;0.0;2;1.0;0.0;126473.33;0
15716134;Dominguez;586;Spain;Male;31.0;10;113680.51;1;1.0;1.0;41800.15;0
15639357;Ebelegbulam;850;Spain;Male;31.0;1;0.0;2;1.0;0.0;162501.83;0
15617603;Scott;706;Spain;Female;31.0;3;0.0;2;1.0;0.0;62634.94;0
15659949;Ting;573;Spain;Male;31.0;4;0.0;1;1.0;0.0;149575.59;1
15595037;Ch'in;577;Spain;Male;31.0;2;126082.0;2;1.0;1.0;158610.89;0
15699257;Kerr;651;Spain;Male;31.0;8;0.0;2;1.0;1.0;43612.06;0
15770141;Li Fonti;850;Spain;Male;31.0;7;0.0;2;1.0;1.0;735.44;0
15782591;Warner;624;Spain;Male;31.0;5;0.0;2;0.0;0.0;76551.7;0
15777033;Palerma;675;Spain;Male;31.0;10;127076.68;1;1.0;1.0;120853.83;0
15751491;Hsiao;516;Spain;Female;31.0;9;0.0;1;1.0;0.0;42840.18;0
15677785;T'ien;619;Spain;Male;31.0;6;0.0;2;1.0;0.0;113410.82;0
15758531;Ts'ao;694;Spain;Male;31.0;6;0.0;2;1.0;0.0;141896.74;0
15592773;Raff;543;Spain;Female;31.0;10;121092.47;1;1.0;1.0;111448.92;0
15631072;Maclean;709;Spain;Female;31.0;4;0.0;2;1.0;0.0;136435.75;0
15577593;Ukaegbunam;653;Spain;Male;31.0;5;0.0;2;1.0;0.0;73857.95;0
15682757;Fanucci;639;Spain;Male;31.0;8;0.0;2;1.0;1.0;180844.69;0
15692259;Baresi;779;Spain;Female;31.0;9;0.0;2;1.0;0.0;111565.45;0
15721469;Milanesi;583;Spain;Male;31.0;8;142577.55;1;1.0;1.0;84902.8;0
15650018;Feng;712;Spain;Female;31.0;9;0.0;2;1.0;1.0;171706.66;0
15744105;Genovese;667;Spain;Female;31.0;0;105387.89;2;1.0;1.0;131189.23;0
15772933;Mai;691;Spain;Male;31.0;8;0.0;2;1.0;1.0;141677.33;0
15632551;Liao;520;Spain;Male;31.0;4;146622.35;1;1.0;1.0;104502.02;0
15788448;Watson;490;Spain;Male;31.0;4;145260.23;1;1.0;1.0;114066.77;0
15743709;Fyodorova;718;Spain;Female;31.0;6;0.0;1;1.0;1.0;91675.77;0
15731144;Hs?;695;Spain;Female;31.0;2;0.0;2;0.0;0.0;162820.5;0
15726313;Napolitani;562;Spain;Female;31.0;5;0.0;2;1.0;0.0;110230.4;0
15803526;Chukwufumnanya;651;Spain;Male;31.0;4;0.0;2;1.0;1.0;45985.52;0
15784092;Onyemauchechukwu;695;Spain;Female;31.0;3;0.0;2;1.0;1.0;144870.28;0
15588701;Lai;595;Spain;Male;31.0;1;0.0;2;1.0;0.0;35338.96;0
15698902;K?;679;Spain;Male;31.0;2;0.0;2;1.0;0.0;161388.22;0
15721383;Hsiung;583;Spain;Male;31.0;1;101713.84;1;1.0;0.0;118313.87;0
15793339;Ts'ai;586;Spain;Male;31.0;3;0.0;2;1.0;0.0;73857.95;0
15761477;Pinto;758;Spain;Female;31.0;7;0.0;2;1.0;0.0;119333.95;0
15601263;Lo Duca;669;Spain;Male;31.0;8;137771.5;1;0.0;1.0;116495.6;0
15679983;H?;652;Spain;Male;31.0;2;118468.67;1;1.0;0.0;52332.85;0
15669957;T'an;655;Spain;Female;31.0;1;157404.02;2;1.0;1.0;85869.89;0
15710404;Fanucci;646;Spain;Female;31.0;1;0.0;2;0.0;0.0;180962.36;0
15593973;Uspenskaya;709;Spain;Male;31.0;7;0.0;2;1.0;1.0;158853.01;0
15791045;Ts'ui;689;Spain;Female;31.0;5;0.0;2;1.0;0.0;118913.53;0
15600351;Teng;586;Spain;Male;31.0;8;104817.45;2;1.0;1.0;112973.39;0
15768387;Hsueh;579;Spain;Male;31.0;7;0.0;2;0.0;0.0;184474.68;0
15596984;Pinto;680;Spain;Female;31.0;6;0.0;3;1.0;1.0;16447.6;1
15751628;Nwachukwu;714;Spain;Male;31.0;3;0.0;1;0.0;0.0;178341.33;0
15593736;Chukwumaobim;539;Spain;Male;31.0;6;136425.57;2;0.0;0.0;161317.24;0
15713854;Kao;679;Spain;Male;31.0;1;0.0;2;0.0;1.0;121409.0;0
15736327;Tsai;592;Spain;Male;31.0;7;0.0;2;1.0;1.0;27012.0;0
15623695;Nnonso;850;Spain;Male;31.0;1;0.0;2;1.0;0.0;198802.5;0
15734987;Chiang;722;Spain;Female;31.0;1;0.0;1;1.0;1.0;46857.52;1
15693626;Nwokezuike;705;Spain;Male;31.0;2;0.0;2;1.0;0.0;138399.46;0
15751533;Onwuamaeze;813;Spain;Female;31.0;3;131534.86;1;1.0;1.0;1408.66;0
15720671;Houghton;584;Spain;Male;31.0;1;137761.47;1;1.0;0.0;138700.89;0
15784700;Chikelu;811;Spain;Female;31.0;1;117799.28;1;1.0;1.0;182372.35;1
15771270;Aitken;666;Spain;Male;31.0;8;123974.96;1;0.0;1.0;62825.03;0
15740164;Smith;639;Spain;Female;31.0;3;0.0;2;1.0;0.0;135067.63;0
15653715;T'ien;729;Spain;Male;31.0;9;0.0;2;1.0;0.0;94767.77;0
15803038;Trevisano;706;Spain;Male;31.0;5;0.0;2;0.0;1.0;106837.98;0
15750765;Yobanna;753;Spain;Male;31.0;7;0.0;2;1.0;1.0;173365.89;0
15693203;Powell;603;Spain;Female;31.0;5;0.0;2;1.0;1.0;9376.89;0
15703923;P'eng;729;Spain;Female;31.0;7;69974.66;1;1.0;0.0;119924.57;0
15699492;Obiajulu;604;Spain;Male;31.0;5;0.0;2;0.0;0.0;169303.29;0
15721116;Napolitano;579;Spain;Male;31.0;0;108058.07;2;0.0;0.0;187826.11;0
15667633;Mackenzie;682;Spain;Female;31.0;7;111094.05;1;1.0;1.0;64679.07;0
15576069;Trevisano;633;Spain;Male;31.0;5;0.0;2;1.0;0.0;147597.94;0
15578799;Chu;495;Spain;Male;31.0;8;174902.26;1;1.0;1.0;184902.26;0
15576939;Onyekaozulu;548;Spain;Female;31.0;1;0.0;1;0.0;0.0;77866.68;1
15701166;Chuang;850;Spain;Female;31.0;5;0.0;2;1.0;0.0;161333.13;0
15672356;Nwachinemelu;644;Spain;Male;31.0;6;0.0;2;1.0;1.0;107816.28;0
15756871;Chibugo;529;Spain;Female;31.0;4;0.0;1;1.0;0.0;102076.03;1
15626507;Chukwubuikem;558;Spain;Male;31.0;7;152283.39;1;1.0;0.0;183271.15;0
15730738;Chiang;603;Spain;Female;31.0;9;0.0;2;1.0;1.0;18210.36;0
15778410;Ho;633;Spain;Female;31.0;3;0.0;2;0.0;1.0;124202.26;0
15738497;Trevisani;716;Spain;Male;31.0;9;0.0;2;1.0;0.0;168816.24;0
15632275;Ku;627;Spain;Female;31.0;3;115039.6;3;1.0;0.0;121886.48;1
15653776;Tung;706;Spain;Female;31.0;7;0.0;1;1.0;0.0;124749.08;1
15756992;Chukwukere;701;Spain;Male;31.0;1;0.0;1;0.0;1.0;980.93;0
15677538;Tsao;646;Spain;Male;31.0;1;0.0;2;1.0;1.0;105568.9;0
15754577;Boni;613;Spain;Male;31.0;3;98903.06;1;1.0;1.0;82500.84;0
15772992;Brient;850;Spain;Male;31.0;6;0.0;2;1.0;0.0;61164.5;0
15692443;Rita;667;Spain;Male;31.0;6;0.0;2;1.0;0.0;6075.36;0
15634371;Chukwuemeka;590;Spain;Male;31.0;2;72541.48;1;1.0;1.0;117038.96;0
15598574;Uwakwe;667;Spain;Male;31.0;5;0.0;2;1.0;1.0;13998.88;0
15635177;Zetticci;714;Spain;Male;31.0;4;82275.68;1;0.0;1.0;92406.22;0
15611759;Lu;691;Spain;Male;31.0;7;119327.93;1;1.0;1.0;110784.42;0
15679410;Ogochukwu;653;Spain;Male;31.0;9;0.0;2;0.0;1.0;141364.27;0
15674928;Mullawirraburka;631;Spain;Male;31.0;4;107592.89;2;0.0;1.0;153122.73;0
15732778;Hs?;704;Spain;Male;31.0;3;0.0;2;1.0;0.0;172528.22;0
15795690;Shao;667;Spain;Male;31.0;3;99513.91;1;1.0;1.0;189657.26;0
15709941;Ch'ang;792;Spain;Male;31.0;8;0.0;2;0.0;0.0;138880.24;0
15605024;Onyemauchechukwu;637;Spain;Male;31.0;1;0.0;2;1.0;1.0;104889.2;0
15757566;Chukwualuka;692;Spain;Female;31.0;7;106771.89;1;1.0;0.0;6935.94;0
15807525;Udegbulam;727;Spain;Female;31.0;0;0.0;2;1.0;1.0;82522.61;0
15710138;Sun;746;Spain;Male;31.0;6;0.0;1;0.0;1.0;63889.1;0
15652048;Obidimkpa;613;Spain;Female;31.0;8;110581.31;1;1.0;1.0;54394.78;0
15689955;Shih;673;Spain;Female;31.0;2;0.0;2;0.0;0.0;125761.3;0
15720774;Lo;645;Spain;Male;31.0;1;0.0;2;1.0;1.0;168544.86;0
15712596;Walker;733;Spain;Male;31.0;5;183579.74;2;1.0;0.0;150468.35;0
15690164;Lo Duca;730;Spain;Male;31.0;10;0.0;2;1.0;0.0;88890.05;0
15761487;Folliero;751;Spain;Female;31.0;8;0.0;2;1.0;0.0;126761.9;0
15780804;Teng;628;Spain;Male;31.0;7;0.0;2;1.0;0.0;49492.87;0
15694854;Houghton;611;Spain;Male;31.0;7;0.0;2;0.0;0.0;175043.67;0
15749947;Uwaezuoke;733;Spain;Male;31.0;2;0.0;2;1.0;0.0;176528.0;0
15573851;Onyemauchechukwu;597;Spain;Male;31.0;7;0.0;1;1.0;0.0;7953.62;0
15645511;Philip;850;Spain;Male;31.0;2;0.0;2;1.0;1.0;9684.52;0
15661286;Tretiakov;637;Spain;Male;31.0;10;128940.24;1;1.0;1.0;142400.27;0
15800228;Bednall;652;Spain;Female;31.0;4;0.0;2;1.0;0.0;38152.01;0
15650026;Yevdokimova;622;Spain;Female;31.0;3;0.0;2;1.0;1.0;138328.24;0
15584320;Nwankwo;525;Spain;Male;31.0;8;0.0;2;0.0;0.0;93983.39;0
15606076;P'eng;635;Spain;Male;31.0;3;0.0;2;1.0;1.0;140941.47;0
15679024;Chiebuka;671;Spain;Female;31.0;4;127900.72;1;1.0;0.0;38276.83;0
15575247;O'Loghlin;592;Spain;Female;31.0;3;0.0;1;1.0;0.0;93820.49;0
15595162;Chibuzo;586;Spain;Male;31.0;9;105056.13;2;0.0;1.0;88958.49;0
15605515;Hazon;650;Spain;Male;31.0;2;144962.07;1;0.0;0.0;107975.45;0
15801924;Browne;754;Spain;Female;31.0;8;0.0;2;0.0;0.0;121821.16;0
15702637;Mazzanti;576;Spain;Male;31.0;7;0.0;2;1.0;0.0;163954.43;0
15675896;Nwora;662;Spain;Male;31.0;4;0.0;2;1.0;1.0;182355.66;0
15667521;Rapuokwu;729;Spain;Female;31.0;4;102918.38;1;1.0;1.0;153064.87;0
15567991;Obiuto;794;Spain;Male;31.0;0;144880.34;1;1.0;1.0;175643.44;0
15623944;T'ien;622;Spain;Female;31.0;3;0.0;2;0.0;1.0;1643.11;0
15713483;Fomin;613;Spain;Male;31.0;4;0.0;2;0.0;0.0;136491.72;0
15715673;Dyer;706;Spain;Female;31.0;3;0.0;2;1.0;1.0;3524.11;0
15687551;O'Callaghan;598;Spain;Male;31.0;5;0.0;2;1.0;0.0;187632.82;0
15671930;Ch'in;726;Spain;Male;31.0;4;0.0;2;1.0;1.0;45422.67;0
15623143;Shao;850;Spain;Male;31.0;8;0.0;2;1.0;0.0;167873.49;0
15808526;Lucchesi;683;Spain;Female;31.0;10;88813.32;2;1.0;0.0;86981.68;0
15655175;Shao;537;Spain;Female;31.0;1;0.0;2;1.0;0.0;109794.76;0
15668818;Nwachinemelu;745;Spain;Female;31.0;3;0.0;1;0.0;1.0;1795.93;0
15791769;Zetticci;671;Spain;Male;31.0;0;116234.61;1;0.0;0.0;172096.08;0
15693819;Ts'ui;754;Spain;Male;31.0;2;0.0;2;1.0;1.0;53636.28;0
15754569;Iadanza;679;Spain;Male;31.0;5;0.0;2;1.0;1.0;187943.6;0
15771473;Hsiung;678;Spain;Female;31.0;3;0.0;2;1.0;0.0;147830.87;0
15775705;Macleod;632;Spain;Male;31.0;7;0.0;1;1.0;0.0;152917.95;0
15643794;T'ien;718;Spain;Male;31.0;8;93624.55;1;1.0;1.0;58974.0;0
15778418;Chinwendu;681;Spain;Male;31.0;6;83600.56;1;1.0;0.0;91510.58;0
15605034;Yashina;599;Spain;Female;31.0;8;0.0;2;1.0;0.0;115186.84;0
15585580;Hsia;616;Spain;Female;31.0;10;0.0;1;1.0;0.0;140139.15;0
15752344;She;850;Spain;Male;31.0;3;109799.55;2;1.0;1.0;12457.76;0
15737489;Milani;661;Spain;Female;31.0;4;0.0;2;1.0;1.0;160162.02;0
15634564;Aksyonov;593;Spain;Male;31.0;2;112713.34;1;1.0;1.0;176868.89;0
15761054;Frolova;608;Spain;Female;31.0;0;179532.84;1;0.0;1.0;77500.68;0
15742210;Ejimofor;710;Spain;Male;31.0;9;0.0;1;1.0;0.0;155700.15;0
15771742;Uchechukwu;596;Spain;Female;31.0;10;0.0;2;1.0;0.0;147090.9;0
15768476;Chukwubuikem;703;Spain;Male;31.0;6;152685.4;1;1.0;1.0;183656.12;0
15766064;Shubin;607;Spain;Male;31.0;2;0.0;2;1.0;0.0;177626.09;0
15565878;Dyer;695;Spain;Male;31.0;4;97554.03;1;1.0;1.0;182612.71;0
15784092;Obiora;531;Spain;Male;31.0;7;112119.48;2;1.0;0.0;43821.56;0
15569120;Milne;697;Spain;Male;31.0;7;0.0;2;1.0;1.0;92887.06;0
15813894;Bogle;620;Spain;Male;31.0;10;0.0;2;0.0;0.0;154882.79;0
15791342;Ch'in;765;Spain;Male;31.0;5;84557.82;1;1.0;1.0;84584.69;0
15596011;Artyomova;709;Spain;Male;31.0;4;0.0;2;0.0;1.0;93208.22;0
15674541;Tuan;706;Spain;Male;31.0;2;84587.9;1;1.0;1.0;134732.99;0
15627203;Manna;678;Spain;Male;31.0;2;0.0;2;1.0;0.0;141756.32;0
15737051;Hsia;676;Spain;Female;31.0;5;0.0;2;1.0;1.0;140553.48;0
15686916;Calabresi;683;Spain;Male;31.0;8;0.0;2;1.0;1.0;145936.81;0
15663883;Trevisani;733;Spain;Male;31.0;7;0.0;2;1.0;1.0;119439.66;0
15607312;Hsiung;501;Spain;Female;31.0;8;0.0;2;1.0;1.0;161623.01;0
15566543;Uspenskaya;706;Spain;Male;31.0;8;0.0;1;1.0;0.0;158976.85;0
15683522;Achebe;656;Spain;Male;31.0;1;174913.06;1;1.0;1.0;143545.81;0
15791533;Shao;607;Spain;Male;31.0;8;0.0;2;1.0;0.0;182336.45;0
15701164;Obiajulu;712;Spain;Male;31.0;8;0.0;1;0.0;0.0;152790.92;1
15725478;Cremonesi;652;Spain;Male;31.0;6;119787.76;2;1.0;1.0;126743.33;0
15672893;Lassetter;646;Spain;Male;31.0;8;0.0;2;1.0;0.0;130726.95;0
